axes_hydrostatic_tank_level,main_hydraulic_tank_level,table_hydrostatic_tank_level,oil_level_of_coolant_tank,hydraulic_unit_oil_pump_22m2_current__r,hydraulic_unit_oil_pump_22m2_current__y,hydraulic_unit_oil_pump_22m2_current__b,vibration_of_hydraulic_unit_oil_pump_22m2,flow_of_hydraulic_unit_oil_pump_22m2,pressure_of_hydraulic_unit_oil_pump_22m2,hydraulic_unit_oil_pump_22m6_current__r,hydraulic_unit_oil_pump_22m6_current__y,hydraulic_unit_oil_pump_22m6_current__b,vibration_of_hydraulic_unit_oil_pump_22m6,flow_of_hydraulic_unit_oil_pump_22m6,pressure_of_hydraulic_unit_oil_pump_22m6,gearbox_oil_delivery_pump_39m2_current__r,gearbox_oil_delivery_pump_39m2_current__y,gearbox_oil_delivery_pump_39m2_current__b,vibration_of_gearbox_oil_delivery_pump_39m2,flow_of_gearbox_oil_delivery_pump_39m2,pressure_of_gearbox_oil_delivery_pump_39m2,gearbox_oil_delivery_pump_39m3_current__r,gearbox_oil_delivery_pump_39m3_current__y,gearbox_oil_delivery_pump_39m3_current__b,vibration_of_gearbox_oil_delivery_pump_39m3,flow_of_gearbox_oil_delivery_pump_39m3,pressure_of_gearbox_oil_delivery_pump_39m3,oil_delivery_pump_tp_x_pockets_40m2_current__r,oil_delivery_pump_tp_x_pockets_40m2_current__y,oil_delivery_pump_tp_x_pockets_40m2_current__b,vibration_of_oil_delivery_pump_tp_x_pockets_40m2,flow_of_oil_delivery_pump_tp_x_pockets_40m2,pressure_of_oil_delivery_pump_tp_x_pockets_40m2,oil_delivery_pump_tp_y_pockets_40m4_current__r,oil_delivery_pump_tp_y_pockets_40m4_current__y,oil_delivery_pump_tp_y_pockets_40m4_current__b,vibraton_of_oil_delivery_pump_tp_x_pockets_40m4,flow_of_oil_delivery_pump_tp_x_pockets_40m4,pressure_of_oil_delivery_pump_tp_x_pockets_40m4,vibraton_of_right_side_lead_screw,vibraton_of_left_side_lead_screw,temperature_of_right_side_lead_screw,temperature_of_left_side_lead_screw,vibraton_of_cross_rail_motor,temp_axes_hydrostatic_tank,temp_main_hydraulic_tank,temp_table_hydrostatic_tank,cs1000__axes_hydrostatics_tank,cs1000__main_hydraulic_tank,cs1000__table_hydrostatics_tank,dew_point,inclination__x,inclination__y,cross_rail_lub_tank_level,table_vibration,air_pressure_inlet_line,main_hydraulic_tank_22m5_flow,main_hydraulic_tank_22m5_pressure,table_hydrostatics_40m6_flow,table_hydrostatics_40m6_pressure,cross_rail_vfd_current,lub_pump_for_sw_220_tank,main_power_supply_current_y,main_power_supply_current_r,main_power_supply_current_b,main_power_supply_voltage_r,main_power_supply_voltage_y,main_power_supply_voltage_b,main_power_supply_total_power,main_supply_energy,entrytime
388.92505,229.02904,494.66507,778.35284,12.19618,12.265625,13.003471,0.51812065,0,145.39026,10.920139,10.635851,11.636285,0.9277344,4.981875,118.58001,2.3524306,2.4793837,2.453342,0.8644386,8.721281,49.325447,2.2135417,2.3079426,2.280816,1.0950159,20.924665,25.254992,6.443142,6.495226,6.8912764,3.2000508,156.49501,20.281755,6.3650174,6.2510853,6.691623,0.59045863,156.90501,23.853443,0,0,31.083622,31.344038,0,40.407986,45.05932,17.404514,14,13,14,4.5587387,0.34179926,0.113934875,124.48405,-0.21701455,5.9537764,66.90712,11.818214,3.6855001,4.457827,0.14467593,115.86733,80.0296,76.97793,80.12369,408.11987,410.39563,408.5086,37.621353,116136.79,44744.5508333333
389.08783,228.13405,494.72656,778.77606,12.200521,12.207031,13.046875,0.5163122,0,145.39026,10.885416,10.555555,11.642796,1.2903284,4.981875,118.941696,2.34592,2.4793837,2.466363,1.413303,8.721281,49.42491,2.2081163,2.312283,2.2829862,1.0769314,20.924,24.992765,6.433377,6.4919705,6.9184027,3.1620734,156.49501,20.29984,6.40625,6.24566,6.7610674,0.58322483,156.90501,23.817274,0,0,31.083622,31.344038,0,40.407986,45.037617,17.382812,14,13,14,4.52691,0.30273557,0.12044191,124.68099,-0.21701455,5.952691,66.90712,11.818214,3.6855001,4.457827,0.14467593,115.270546,80.177475,77.11243,80.221436,408.76822,410.2197,408.32214,37.621353,116136.79,44744.5508564815
389.43143,228.7916,495.4337,778.48303,12.230903,12.235243,13.064237,0.45030382,0,145.38123,10.95269,10.603299,11.681858,1.232458,4.981875,118.688515,2.3491755,2.4739583,2.4641929,0.87800205,8.721281,49.48821,2.2157118,2.3177085,2.2862415,1.0018808,20.924,25.146484,6.457248,6.500651,6.9281683,2.5752316,156.505,20.308884,6.392144,6.241319,6.7252603,0.5850333,156.90501,23.808231,0,0,31.083622,31.344038,0,40.391712,45.05932,17.411747,14,10,14,4.6773725,0.32551825,0.1595056,123.36806,-0.21701455,5.9555845,67.21268,11.818214,3.6855001,4.457827,0.14467593,116.27423,80.177475,77.11243,80.221436,408.76822,410.2197,408.32214,37.894745,116136.83,44744.5508796296
388.47293,228.97424,495.49515,779.10156,12.213542,12.248263,13.040364,0.39876303,0,145.37218,10.8984375,10.579427,11.623264,1.2062355,4.981875,119.24914,2.3546007,2.4793837,2.4631076,0.9575738,8.721281,49.433952,2.2092013,2.312283,2.2797308,1.1366103,20.924665,25.245949,6.452908,6.5039062,6.919488,2.9468677,156.505,20.2908,6.375868,6.236979,6.710069,0.6383825,156.91501,23.781105,0,0,31.083622,31.387442,0,40.40256,45.037617,17.353878,14,12,14,4.5681424,0.32551825,0.13021052,124.842125,-0.21701455,5.952691,67.21506,11.827256,3.6855001,4.484954,0.14467593,115.41522,80.22942,76.683235,80.32993,409.04584,411.1415,408.72437,37.894745,116136.83,44744.5509027778
388.56335,229.17517,494.63437,778.2877,12.183159,12.248263,13.0078125,0.4159433,0,145.37218,10.900607,10.61632,11.636285,0.8327908,4.981875,118.96882,2.3513455,2.4793837,2.455512,1.3536241,8.721281,49.904152,2.2146268,2.312283,2.2829862,1.0253906,20.924,25.318287,6.4301214,6.4908853,6.893446,3.0372903,156.5,20.29984,6.3943143,6.2727866,6.735026,0.54615164,156.92,23.79919,0,0,31.083622,31.344038,0,40.407986,45.06655,17.33941,14,9,14,4.356192,0.30273557,0.14648616,124.86003,-0.21882206,5.9519677,66.90712,11.809172,3.2214375,4.4487844,0.14467593,115.42426,80.22942,76.683235,80.32993,409.04584,411.1415,408.72437,37.617683,116136.875,44744.5509259259
389.75696,229.6318,496.38672,779.45966,12.161458,12.211371,13.031684,0.49280235,0,145.39026,10.850695,10.549045,11.616754,0.9123625,4.981875,118.688515,2.34158,2.4761283,2.454427,0.708912,8.721281,49.886066,2.2102864,2.312283,2.2786458,0.95034,20.924665,25.155527,6.420356,6.4789495,6.8988714,2.9966002,156.505,20.317924,6.341146,6.216363,6.7133245,0.59950083,156.91501,23.817274,0,0,31.083622,31.344038,0,40.41884,45.037617,17.324942,14,7,14,4.3236403,0.30273557,0.1595056,123.76194,-0.21701455,5.951606,66.90712,11.818214,3.2214375,4.457827,0.14467593,115.84925,79.90688,76.69556,80.33169,408.32346,409.8698,408.7135,37.617683,116136.875,44744.5509490741
389.4857,229.86925,495.52588,778.3203,12.124565,12.204861,13.020834,0.50365305,0,145.38123,10.8203125,10.520833,11.588541,1.1212385,4.981875,119.104454,2.3404946,2.4750435,2.453342,1.1140046,8.721281,49.877026,2.2102864,2.3133678,2.2862415,1.1348017,20.924665,25.264034,6.4073353,6.470269,6.886936,2.8519242,156.505,20.317924,6.323785,6.2065973,6.6992188,0.61758536,156.91501,23.808231,0,0,31.083622,31.344038,0,40.397133,45.109955,17.317707,14,1,14,4.0762444,0.32551825,0.13671756,124.35275,-0.21882206,5.952691,66.90712,11.80013,3.2214375,4.484954,0.14467593,115.61414,80.17415,76.55455,80.05433,408.32346,409.8698,408.7135,37.682243,116136.92,44744.5509837963
389.41333,229.17517,495.52588,778.90625,12.126737,12.124565,13.038195,0.49370658,0,145.37218,10.859375,10.486112,11.647135,1.276765,4.981875,118.688515,2.3350694,2.468533,2.4631076,1.1338975,8.721281,49.75043,2.2037761,2.3144531,2.280816,0.9159795,20.924665,25.227865,6.3867188,6.437717,6.8956165,2.866392,156.505,20.2908,6.370443,6.207682,6.7578125,0.61035156,156.90501,23.826317,0,0,31.083622,31.344038,0,40.337456,45.12442,17.259838,14,13,14,4.184751,0.27994752,0.13671756,124.18565,-0.21701455,5.949074,66.90712,11.818214,3.2214375,4.4487844,0.14467593,115.77691,80.17415,76.55455,80.05433,408.07156,409.63455,408.2431,37.659397,116136.92,44744.5510069444
389.08783,228.46281,495.89484,778.8086,12.124565,12.180989,13.016493,0.4421658,0,145.36314,10.815972,10.509983,11.590712,1.1881511,4.981875,119.005,2.3404946,2.4728732,2.4576821,0.6600839,8.721281,49.81373,2.2081163,2.3133678,2.2862415,1.0696976,20.924665,25.472006,6.3997397,6.467014,6.888021,2.8935184,156.49501,20.308884,6.343316,6.218533,6.710069,0.6157769,156.91,23.83536,0,0,31.083622,31.344038,0,40.337456,45.13889,17.24537,14,13,14,4.146412,0.3222674,0.1529932,124.84809,-0.21882206,5.9494357,67.21268,11.809172,2.757375,4.4668694,0.14467593,115.74979,80.07878,76.41267,80.36895,408.07156,409.63455,408.2431,37.659397,116136.96,44744.5510300926
389.06973,228.99252,495.31067,777.9297,12.055121,12.133247,12.992621,0.44126156,0,145.3993,10.78993,10.479601,11.588541,1.0479963,4.981875,119.21296,2.3263888,2.468533,2.4565973,1.28852,8.721281,49.41587,2.1994357,2.3079426,2.2775607,1.0877821,20.924665,25.254992,6.3519964,6.4322915,6.8576393,2.9287832,156.49501,20.317924,6.298828,6.169705,6.691623,0.6085431,156.90501,23.826317,0,0,31.083622,31.387442,0,40.337456,45.109955,17.230902,14,12,14,4.144965,0.29622316,0.13671756,124.86599,-0.21701455,5.9501595,67.21268,11.809172,2.757375,4.4487844,0.14467593,115.8402,80.07878,76.41267,80.36895,407.62842,409.8423,407.67084,37.639805,116136.96,44744.5510532407
388.47293,229.12038,495.8026,779.39453,12.02691,12.081163,13.020834,0.47562212,0,145.38123,10.729167,10.375435,11.55599,0.8327908,4.981875,119.12254,2.3166232,2.4587674,2.4620228,0.98379624,8.721281,49.41587,2.1907551,2.310113,2.2775607,0.9286386,20.924665,25.092232,6.3346357,6.385634,6.87066,3.024631,156.49,20.33601,6.32704,6.17947,6.7361107,0.6302445,156.91501,23.808231,0,0,31.083622,31.387442,0,40.315758,45.131657,17.216434,14,13,14,4.322193,0.30273557,0.13671756,124.925674,-0.21882206,5.9519677,66.90712,11.836299,2.757375,4.4487844,0.14467593,115.8402,80.26287,75.67527,80.39557,407.62842,409.8423,407.67084,37.639805,116137,44744.5510763889
389.5761,229.01077,494.91104,778.3203,12.042101,12.085504,13.025173,0.5226418,0,145.37218,10.802952,10.4296875,11.605904,0.93135124,4.981875,119.74645,2.3209636,2.4631076,2.4652777,0.8834274,8.721281,49.822773,2.1929255,2.3144531,2.2775607,1.1592158,20.924665,25.191696,6.3378906,6.3888893,6.87717,2.8745298,156.49,20.32697,6.310764,6.157769,6.7133245,0.6356698,156.91,23.817274,0,0,31.083622,31.387442,0,40.370007,45.146122,17.201967,14,7,14,4.3337674,0.28645992,0.13671756,124.74067,-0.21701455,5.9501595,66.90712,11.80013,2.2933125,4.4759116,0.14467593,115.77691,80.26287,75.67527,80.39557,407.06458,408.62387,406.5027,37.666515,116137,44744.551099537
389.25058,229.50394,494.66507,779.4922,12.1223955,12.133247,13.040364,0.51721644,0,145.39026,10.828993,10.46875,11.623264,1.1890553,4.981875,118.869354,2.3285592,2.4717882,2.4631076,1.5082465,8.721281,49.379704,2.1972656,2.3090277,2.2786458,1.0877821,20.924665,24.920427,6.3823786,6.4290366,6.892361,3.125,156.49,20.33601,6.3400607,6.174045,6.72309,0.6184896,156.90501,23.817274,0,0,31.083622,31.387442,0,40.38086,45.167824,17.1875,14,13,14,4.664352,0.29947937,0.13671756,124.84809,-0.21882206,5.9508824,66.904724,11.836299,2.2933125,4.439742,0.14467593,115.77691,80.37631,75.54711,80.57589,407.06458,408.62387,406.5027,37.666515,116137.04,44744.5511226852
388.92505,229.30302,495.31067,777.86456,12.133247,12.1484375,12.994791,0.4683883,0,145.42644,10.828993,10.490451,11.577691,1.2279369,4.981875,119.384766,2.3372395,2.4707031,2.455512,0.82826966,8.721281,49.479168,2.2037761,2.3079426,2.2797308,0.98017937,20.924665,25.164568,6.391059,6.4409723,6.875,2.826606,156.49,20.345053,6.370443,6.220703,6.735026,0.6275318,156.91,23.826317,0,0,31.083622,31.344038,0,40.359158,45.13889,17.216434,14,13,14,4.594184,0.30273557,0.123698115,125.34343,-0.21701455,5.9494357,66.21723,11.809172,2.2933125,4.4487844,0.14467593,115.16204,80.37631,75.54711,80.57589,406.8779,409.47485,407.13882,37.696976,116137.086,44744.5511458333
389.10593,230.19803,495.86407,777.6041,12.113715,12.085504,13.014323,0.42136866,0,145.42644,10.824653,10.440538,11.595052,1.1953849,4.981875,119.24009,2.3318143,2.469618,2.4609375,0.9856047,8.721281,49.73235,2.1994357,2.312283,2.2775607,1.1067708,20.924665,25.264034,6.375868,6.4160156,6.8760853,3.4297235,156.49501,20.345053,6.3335505,6.150173,6.704644,0.62481916,156.91501,23.817274,0,0,31.083622,31.387442,0,40.370007,45.153355,17.201967,14,6,14,4.6332464,0.30273557,0.1562494,125.36133,-0.21882206,5.9501595,67.21268,11.818214,2.2933125,4.457827,0.14467593,115.930626,80.17095,76.32867,80.07724,406.8779,409.47485,407.13882,37.696976,116137.086,44744.5511689815
388.81656,229.12038,495.21844,778.22266,12.105035,12.165798,12.9817705,0.4168475,0,145.36314,10.809462,10.5078125,11.564671,0.8608217,4.981875,119.06829,2.3426647,2.4728732,2.453342,1.5498408,8.721281,49.98553,2.2070312,2.3036025,2.2753906,1.0615596,20.924665,24.992765,6.3823786,6.448568,6.8630643,2.8772426,156.49,20.345053,6.3378906,6.2065973,6.6948786,0.5931713,156.91,23.826317,0,0,31.083622,31.387442,0,40.34831,45.12442,17.22367,14,12,14,4.5818863,0.30273557,0.12695432,125.15842,-0.21701455,5.9497976,66.90712,11.818214,2.2933125,4.457827,0.14467593,115.76787,80.17095,76.32867,80.07724,407.21066,409.79605,406.9935,37.69725,116137.125,44744.5511921296
388.87082,228.97424,495.77185,778.2877,12.133247,12.165798,12.951388,0.47290945,0,145.39026,10.831163,10.512153,11.5625,0.9241175,4.981875,119.26722,2.34592,2.468533,2.452257,0.9250217,8.721281,49.958405,2.2124565,2.3090277,2.2797308,1.1257595,20.924665,25.254992,6.4073353,6.439887,6.8500433,2.879955,156.505,20.345053,6.3606772,6.2250433,6.7024736,0.59588397,156.91,23.817274,0,0,31.083622,31.387442,0,40.359158,45.095486,17.165798,14,2,14,4.6238427,0.30273557,0.13671756,123.75597,-0.21701455,5.9497976,67.21268,11.80013,2.2933125,4.4487844,0.14467593,115.76787,80.19244,76.364555,79.97226,407.42563,409.47308,407.25925,37.69725,116137.125,44744.5512152778
389.08783,228.97424,494.38837,778.58075,12.100695,12.1223955,13.003471,0.5479601,0,145.37218,10.787761,10.457899,11.5625,0.9684245,4.981875,118.688515,2.3328993,2.469618,2.454427,1.0416667,8.721281,49.361618,2.202691,2.3068576,2.2786458,1.0715061,20.924665,25.146484,6.368273,6.4301214,6.8739147,2.7497468,156.505,20.363136,6.309679,6.167535,6.6981335,0.5868417,156.92,23.808231,0,0,31.083622,31.387442,0,40.370007,45.06655,17.100695,14,7,14,4.478443,0.3092426,0.13671756,123.260635,-0.21882206,5.9494357,67.21268,11.827256,1.82925,4.4307003,0.14467593,115.59606,80.19244,76.364555,79.97226,407.42563,409.47308,407.25925,37.796844,116137.17,44744.5512384259
388.25592,229.65005,495.5874,778.48303,12.118055,12.191841,12.979601,0.5199291,0,145.36314,10.844185,10.540364,11.595052,1.2740524,4.981875,119.140625,2.3404946,2.469618,2.4479167,1.3726128,8.721281,49.515335,2.2113717,2.310113,2.2786458,1.2930411,20.924665,25.345413,6.40842,6.4626737,6.8684897,3.0336733,156.505,20.345053,6.3650174,6.234809,6.7122397,0.6049262,156.91501,23.817274,0,0,31.083622,31.344038,0,40.41884,45.088253,17.078993,14,0.504919,14,4.447338,0.32551825,0.14322996,123.75,-0.21701455,5.9497976,67.21268,11.80013,1.82925,4.457827,0.14467593,115.58703,80.29748,76.435356,80.35748,408.385,409.76675,407.8055,37.796844,116137.17,44744.5512615741
388.94315,227.98792,494.51135,778.22266,12.1223955,12.167969,12.999132,0.4484954,0,145.40834,10.815972,10.5078125,11.573351,1.2785735,4.981875,119.03211,2.34158,2.4717882,2.454427,0.72157115,8.721281,49.53342,2.2070312,2.310113,2.2786458,1.0525173,20.924665,25.1284,6.3888893,6.450738,6.87934,2.64124,156.505,20.354094,6.3519964,6.2065973,6.710069,0.54705584,156.92,23.817274,0,0,31.083622,31.387442,0,40.397133,45.05932,17.028357,14,13,14,4.291088,0.3190112,0.1562494,124.758575,-0.21882206,5.9497976,67.21268,11.809172,1.82925,4.4487844,0.14467593,115.858284,80.29748,76.435356,80.35748,408.385,409.76675,407.8055,37.690437,116137.21,44744.5512847222
389.4857,229.17517,495.49515,778.58075,12.133247,12.1223955,12.999132,0.42136866,0,145.3993,10.874566,10.499132,11.612413,1.1311848,4.9864063,118.56192,2.3426647,2.468533,2.4609375,1.1519821,8.721281,49.97649,2.2092013,2.3166232,2.2786458,1.1402272,20.924665,25.435837,6.40842,6.435547,6.8815103,3.0155888,156.505,20.372179,6.3400607,6.1783853,6.691623,0.59950083,156.90501,23.817274,0,0,31.083622,31.387442,0,40.407986,45.12442,17.01389,14,13,14,4.206453,0.32551825,0.13671756,123.99468,-0.21701455,5.9494357,66.904724,11.818214,1.366875,4.4487844,0.14467593,115.858284,79.84909,76.37016,80.42824,407.6881,409.88672,407.50232,37.690437,116137.21,44744.5513078704
389.4857,228.95598,494.94177,779.10156,12.133247,12.128906,13.018663,0.45844185,0,145.4807,10.8203125,10.470921,11.582031,0.8725767,4.9864063,119.15871,2.3394098,2.469618,2.4598522,1.284903,8.721281,49.886066,2.2037761,2.3111978,2.2786458,0.97113717,20.924665,25.155527,6.3975697,6.442057,6.892361,2.8157554,156.49501,20.363136,6.375868,6.216363,6.744792,0.5931713,156.91,23.826317,0,0,31.083622,31.387442,0,40.41341,45.095486,16.999422,14,12,14,4.1833043,0.3222674,0.13997376,124.35275,-0.21882206,5.949074,67.21268,11.818214,1.366875,4.4668694,0.14467593,115.921585,79.84909,76.37016,80.42824,407.6881,409.88672,407.50232,37.7355,116137.25,44744.5513310185
388.58145,228.80986,494.94177,778.1901,12.120226,12.17882,12.9817705,0.53168404,0,145.3993,10.848524,10.546875,11.597221,0.7523148,4.981875,119.08637,2.34158,2.4707031,2.453342,0.7667824,8.721281,49.28928,2.2070312,2.3068576,2.2775607,1.0724103,20.925333,25.137442,6.409505,6.4615884,6.8695745,3.0942564,156.49501,20.372179,6.3313804,6.205512,6.682943,0.5859375,156.91,23.817274,0,0,31.083622,31.387442,0,40.391712,45.109955,17.078993,14,12,14,4.197772,0.32551825,0.1529932,123.69629,-0.21701455,5.9501595,66.90712,11.818214,1.366875,4.457827,0.14467593,115.921585,79.9985,76.43956,80.309456,407.83398,409.60883,407.7598,37.7355,116137.25,44744.5513541667
388.7623,229.19344,496.14075,777.6041,12.102864,12.183159,12.983941,0.5307798,0,145.3993,10.815972,10.518663,11.564671,1.1592158,4.981875,119.02308,2.3448353,2.4739583,2.455512,0.9467231,8.721281,49.479168,2.202691,2.3046875,2.2764757,1.1908637,20.925333,25.227865,6.392144,6.448568,6.8674045,2.85102,156.49501,20.372179,6.3357205,6.204427,6.700304,0.58322483,156.92,23.808231,0,0,31.090855,31.387442,0,40.397133,45.131657,17.057293,14,5,14,4.229601,0.3222674,0.13671756,124.46615,-0.21882206,5.9494357,66.90712,11.827256,1.366875,4.4668694,0.14467593,115.59606,79.9985,76.43956,80.309456,407.83398,409.60883,407.7598,37.78502,116137.3,44744.5513773148
389.10593,230.01537,495.86407,778.8737,12.0963545,12.165798,12.97743,0.48466438,0,145.45355,10.833333,10.525173,11.595052,1.1809173,4.981875,119.01403,2.3404946,2.467448,2.455512,1.4322917,8.721281,49.867985,2.2102864,2.3111978,2.2829862,0.99193436,20.925333,25.019894,6.395399,6.455078,6.8663197,2.9007523,156.505,20.381222,6.3541665,6.232639,6.7198353,0.61216,156.91,23.83536,0,0,31.112558,31.387442,0,40.375435,45.146122,17.086227,14,7,14,4.202112,0.30273557,0.13671756,124.70486,-0.21701455,5.9494357,66.9095,11.818214,1.366875,4.457827,0.14467593,115.60511,79.845726,76.428535,80.113014,407.60938,409.50107,407.80634,37.78502,116137.3,44744.551400463
389.16016,228.82812,496.07928,778.4505,12.048611,12.163629,12.979601,0.46929252,0,145.40834,10.78125,10.499132,11.579861,1.2957537,4.981875,119.48423,2.3339844,2.4717882,2.4511719,0.620298,8.721281,49.370663,2.2037761,2.3057725,2.281901,1.1736834,20.925333,25.110315,6.3671875,6.4442277,6.864149,2.8383608,156.49501,20.354094,6.3020835,6.1914062,6.689453,0.6293403,156.92,23.826317,0,0,31.119791,31.387442,0,40.34831,45.16059,17.107927,14,13,14,4.257089,0.3222674,0.1595056,124.48405,-0.21882206,5.9487123,66.904724,11.80013,1.366875,4.4487844,0.14467593,115.60511,79.845726,76.428535,80.113014,407.60938,409.50107,407.80634,37.74772,116137.336,44744.5514236111
388.83463,228.97424,495.49515,778.48303,12.0703125,12.1875,12.96224,0.426794,0,145.38123,10.774739,10.527344,11.5625,0.97475404,4.981875,119.818794,2.34158,2.4750435,2.4500868,1.3355397,8.721281,49.33449,2.2070312,2.3046875,2.2786458,1.0479963,20.925333,25.1284,6.3888893,6.4648438,6.8565536,3.032769,156.505,20.399305,6.315104,6.232639,6.6970487,0.58865017,156.92,23.790148,0,0,31.119791,31.387442,0,40.364582,45.175056,17.006655,14,13,14,3.9670138,0.315755,0.1595056,123.75,-0.21701455,5.9479895,66.90712,11.827256,1.366875,4.4487844,0.14467593,115.16204,79.99727,76.57905,79.97233,407.78925,408.8565,407.49652,37.74772,116137.336,44744.5514467593
388.25592,229.33955,495.52588,778.1901,12.081163,12.180989,12.988281,0.4530165,0,145.42644,10.815972,10.523004,11.595052,0.914171,4.981875,120.01772,2.3426647,2.4761283,2.4565973,1.22432,8.721281,49.66001,2.2048612,2.3046875,2.280816,0.9024161,20.925333,25.155527,6.3888893,6.453993,6.87066,3.2986112,156.505,20.390263,6.3378906,6.220703,6.711155,0.5868417,156.92,23.808231,0,0,31.127028,31.387442,0,40.342884,45.189526,16.948786,14,12,14,4.16522,0.26041567,0.1595056,124.68099,-0.21701455,5.9479895,67.21268,11.818214,1.366875,4.457827,0.14467593,115.58703,79.99727,76.57905,79.97233,407.78925,408.8565,407.49652,37.762848,116137.375,44744.5514699074
388.25592,229.06557,496.14075,777.89716,12.109375,12.124565,12.988281,0.50907844,0,145.42644,10.8203125,10.46875,11.582031,0.9132667,4.981875,119.13158,2.3372395,2.467448,2.4587674,0.72790074,8.721281,49.705223,2.2016058,2.310113,2.2764757,1.1049623,20.924665,24.929472,6.3888893,6.447483,6.8815103,3.156648,156.505,20.390263,6.3216143,6.1534286,6.691623,0.6022135,156.92,23.817274,0,0,31.127028,31.387442,0,40.353733,45.211227,16.97772,14,12,14,4.2954283,0.30273557,0.13346136,124.84809,-0.21882206,5.9476275,66.90712,11.809172,0.90281254,4.457827,0.14467593,115.60511,80.381935,76.74612,80.37388,407.55878,408.96652,407.70035,37.762848,116137.375,44744.5514930556
389.61224,228.46281,496.04852,778.90625,12.0963545,12.133247,12.994791,0.5199291,0,145.45355,10.835503,10.499132,11.608073,1.0787399,4.981875,119.15871,2.3404946,2.4707031,2.4565973,1.1402272,8.721281,49.877026,2.2092013,2.3111978,2.2829862,1.1085793,20.925333,25.092232,6.391059,6.436632,6.87283,2.967665,156.505,20.399305,6.3628473,6.214193,6.7371964,0.628436,156.91,23.83536,0,0,31.127028,31.387442,0,40.370007,45.21846,16.956018,14,13,14,4.445891,0.28320372,0.123698115,124.09614,-0.21701455,5.9483504,66.21723,11.827256,0.90281254,4.457827,0.14467593,115.75883,80.381935,76.74612,80.37388,407.55878,408.96652,407.70035,37.783146,116137.42,44744.5515162037
389.4857,229.97885,495.49515,778.8411,12.109375,12.141928,12.986111,0.51812065,0,145.43547,10.813802,10.488281,11.55382,1.3237847,4.9864063,118.90553,2.3404946,2.469618,2.455512,1.1565032,8.721281,49.940323,2.2113717,2.310113,2.2743056,1.0253906,20.925333,25.01085,6.4029946,6.443142,6.87066,3.1412761,156.49501,20.390263,6.3357205,6.1914062,6.691623,0.60583043,156.91501,23.817274,0,0,31.127028,31.387442,0,40.38086,45.23293,16.927082,14,7,14,4.6940103,0.27994752,0.1595056,124.09614,-0.21882206,5.9487123,66.904724,11.791088,0.90281254,4.457827,0.14467593,115.433304,80.10133,76.534225,80.285774,407.7266,409.20517,407.3092,37.783146,116137.42,44744.5515393519
389.4857,228.80986,495.49515,777.86456,12.0963545,12.100695,13.009982,0.4376447,0,145.45355,10.835503,10.46875,11.608073,1.171875,4.981875,119.19488,2.3328993,2.4641929,2.4565973,0.97837096,8.721281,49.33449,2.2048612,2.312283,2.281901,1.1863426,20.925333,25.083187,6.375868,6.4268665,6.87934,2.9975045,156.49501,20.372179,6.3248696,6.1642795,6.6992188,0.6383825,156.90501,23.826317,0,0,31.127028,31.387442,0,40.359158,45.20399,16.927082,14,1,14,4.7858796,0.30273557,0.13671756,124.68099,-0.21701455,5.946181,66.904724,11.818214,0.90281254,4.4487844,0.14467593,115.75883,80.10133,76.534225,80.285774,407.7266,409.20517,407.3092,37.651726,116137.46,44744.5515625
389.5942,228.33496,495.52588,779.06903,12.124565,12.118055,12.986111,0.4421658,0,145.44452,10.8203125,10.4817705,11.560329,1.0715061,4.981875,119.864,2.3426647,2.467448,2.4598522,1.2740524,8.721281,49.19886,2.2016058,2.3068576,2.2753906,1.1565032,20.925333,25.182653,6.3997397,6.438802,6.8739147,2.9739945,156.49,20.390263,6.3715277,6.217448,6.7382812,0.61035156,156.90501,23.817274,0,0,31.127028,31.387442,0,40.370007,45.21846,16.912615,14,13,14,4.8444734,0.30273557,0.149737,124.68099,-0.21882206,5.9469037,67.21029,11.818214,0.43874997,4.439742,0.14467593,115.60511,79.974434,76.3715,80.26931,407.2143,409.3251,407.22433,37.651726,116137.46,44744.5515856482
389.41333,228.82812,495.00323,777.89716,12.120226,12.137587,12.996962,0.4973235,0,145.42644,10.865886,10.518663,11.610243,0.7233796,4.981875,119.20392,2.34375,2.469618,2.4609375,1.2207031,8.721281,49.949364,2.2059462,2.3111978,2.2797308,0.97927517,20.925333,25.155527,6.40625,6.450738,6.8847656,2.778682,156.505,20.390263,6.338976,6.184896,6.6970487,0.5859375,156.91,23.790148,0,0,31.127028,31.387442,0,40.38086,45.175056,16.898148,14,1,14,4.89294,0.30273557,0.14648616,124.24534,-0.21701455,5.9479895,66.904724,11.818214,0.43874997,4.439742,0.14467593,115.8402,79.974434,76.3715,80.26931,407.2143,409.3251,407.22433,37.66616,116137.51,44744.5516087963
